player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brady Kluse,184714,WR,MEMPHIS,1,100.0,1,1,-6.0,2.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,218,68.8,62.0,60.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Arrington Maiden,184715,QB,MEMPHIS,1,0.0,1,1,10.0,2.95,0,0,0.0,0.0,0,0,1,,2,0,0,218,69.6,80.2,70.7,69.8,0,0,2,0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
John White,184784,QB,SO MISS,1,100.0,1,1,-4.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,0,296,60.3,60.6,60.4,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0
Tyrell Henry,158385,WR,WISCONSIN,1,0.0,1,1,22.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,0,349,80.8,61.6,37.9,61.5,0,0,1,0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Connor Moberly,184835,QB,IOWA STATE,1,,0,1,,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,193,68.7,81.3,60.0,74.3,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Germie Bernard,158374,WR,ALABAMA,2,100.0,1,1,0.0,4.83,0,0,0.0,100.0,1,0,1,0.0,3,0,2,103,76.2,71.3,50.8,74.7,0,0,3,1,100.0,83.3,33.3,1,1,0,0,0,0,0.0,4,4.0
Dalen Cobb,158341,WR,GA SOUTHRN,2,100.0,1,1,33.0,3.75,0,0,0.0,100.0,1,0,1,0.0,2,0,1,174,32.3,57.7,65.2,64.1,0,0,2,0,100.0,118.8,50.0,1,0,0,0,0,0,0.0,44,44.0
OJ Arnold,158336,HB,GA SOUTHRN,1,100.0,1,1,17.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,174,71.3,75.8,72.6,77.6,0,0,1,0,,156.3,0.0,0,0,0,0,1,0,0.0,12,12.0
Kemper Hodges,186426,FB,AIR FORCE,1,100.0,1,1,15.0,2.4,0,0,0.0,100.0,1,0,1,0.0,1,0,1,101,68.7,78.7,75.4,65.2,0,0,1,0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,37,37.0
Hank Beatty,158198,WR,ILLINOIS,1,100.0,1,1,8.0,3.5,0,0,0.0,100.0,1,0,1,0.0,1,0,0,187,81.0,85.4,71.9,74.5,0,0,1,0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0
Carter Holden,188279,K,MIAMI OH,1,0.0,1,1,6.0,2.3,0,0,0.0,0.0,0,0,1,,1,0,0,221,60.3,61.6,60.9,,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Au'Tori Newkirk,205242,QB,N CAROLINA,1,0.0,1,1,14.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,0,245,63.7,26.5,26.8,60.0,0,1,1,0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Gavin Freeman,158078,WR,OKLA STATE,1,0.0,1,1,-4.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,262,61.7,66.4,56.8,71.3,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Evan Svoboda,157664,TE,WYOMING,1,0.0,1,1,8.0,1.8,0,0,0.0,0.0,0,0,0,,1,0,0,351,71.3,43.2,33.1,72.1,0,1,1,4,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Cameron Flowers,188745,WR,W KENTUCKY,1,100.0,1,1,39.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,346,73.3,64.9,75.7,53.7,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,39,39.0
CJ Smith,157076,WR,MEMPHIS,1,0.0,1,1,23.0,2.9,0,0,0.0,0.0,0,0,1,,1,0,0,218,63.7,43.5,37.5,57.5,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Micah Ford,188865,HB,STANFORD,1,0.0,1,1,17.0,2.5,0,0,0.0,0.0,0,0,0,,1,0,0,300,73.4,78.2,54.8,79.4,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Michael Valentino,189408,QB,FAU,1,0.0,1,1,27.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,0,165,60.3,50.3,50.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Holden Geriner,157045,QB,TEXAS ST,1,0.0,1,1,13.0,2.4,0,0,0.0,0.0,0,0,1,,1,0,0,314,67.5,56.2,48.5,63.5,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kendrick Law,157004,WR,KENTUCKY,1,0.0,1,1,39.0,2.7,0,0,0.0,0.0,0,1,0,,1,0,0,202,75.8,71.4,49.9,62.7,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Joseph Williams,190753,WR,COLORADO,1,0.0,1,1,-5.0,5.7,0,0,0.0,0.0,0,0,1,,1,0,0,143,29.6,68.6,60.4,,0,0,1,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Nate Rogers,190774,QB,UAB,4,100.0,1,1,-1.0,4.37,0,0,0.0,100.0,1,0,1,0.0,3,0,1,321,14.9,54.5,60.4,56.0,0,0,4,0,0.0,79.2,0.0,0,2,0,0,0,0,0.0,0,0.0
Shamar Rigby,190922,WR,OKLA STATE,1,100.0,1,1,25.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,262,69.5,61.8,76.6,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,63,63.0
Trey Hedden,185848,QB,FURMAN,9,73.4,297,307,8.8,2.46,1,7,2.2,69.1,212,0,89,2.8,328,6,108,170,64.7,74.7,72.6,66.4,4,10,345,0,21.3,89.1,5.8,19,2,0,5,12,11,3.2,2213,7.2
AJ Duffy,156292,QB,NEWHVN,9,68.6,287,307,8.6,2.56,2,11,3.3,60.3,185,0,88,6.1,328,12,100,1013,71.2,61.9,58.4,70.0,1,10,357,2,9.1,88.0,2.4,8,13,0,17,19,12,3.4,2113,6.9
Jordan Cooke,175116,QB,IDAHO ST,8,64.7,278,300,11.7,2.56,4,18,5.7,55.7,167,1,57,7.2,309,13,96,186,62.1,70.7,72.8,44.3,0,9,326,4,3.5,78.6,0.6,2,6,1,17,11,8,2.5,2186,7.3
Gunnar Smith,162611,QB,FORDHAM,8,68.3,284,295,9.8,2.66,4,18,5.8,57.3,169,0,88,12.9,347,25,94,168,49.9,67.7,61.8,75.1,2,7,363,0,34.1,78.4,8.6,30,22,0,5,10,20,5.5,1926,6.5
Ty Pennington,185022,QB,N ARIZONA,9,77.1,262,292,8.4,2.83,5,14,4.6,64.0,187,0,94,7.4,323,15,103,252,69.1,85.1,82.7,71.5,6,2,335,3,18.1,98.4,5.3,17,14,0,19,12,4,1.2,2251,7.7
Eric Gibson Jr.,168461,QB,N COLORADO,9,72.8,279,292,8.6,2.29,6,16,5.1,65.4,191,0,64,5.9,314,12,94,253,54.3,71.3,72.1,52.1,0,9,337,2,17.2,86.4,3.5,11,9,0,7,10,12,3.6,2191,7.5
Jim Ogle,192530,QB,MURRAY ST,9,68.8,263,280,7.3,2.27,4,7,2.3,59.6,167,0,75,7.7,296,14,87,236,78.9,52.6,49.9,64.3,4,13,316,2,12.0,69.4,3.0,9,7,0,9,9,17,5.4,1766,6.3
Walker Harris,150449,QB,NC CENT,9,74.2,252,272,10.0,2.57,5,19,6.7,63.6,173,0,58,7.5,304,14,119,247,70.3,90.1,90.5,57.6,1,8,318,1,22.4,102.7,4.3,13,18,1,13,18,8,2.5,2469,9.1
Collin Shannon,160918,QB,VA MILT IN,9,62.9,256,271,10.5,2.57,10,15,5.2,54.2,147,0,82,8.7,306,14,80,336,52.1,69.8,72.3,43.6,2,5,326,2,26.8,86.0,7.2,22,13,0,3,13,13,4.0,1977,7.3
Adam Urena,186682,QB,MERCYHURST,8,73.6,254,269,8.2,2.49,5,9,3.2,65.4,176,0,107,5.9,299,11,96,977,59.7,77.3,75.6,67.0,1,9,316,2,18.7,81.1,6.7,20,9,0,9,9,10,3.2,1759,6.5
Stone Earle,123504,QB,ABILENE CH,9,77.0,265,269,9.1,2.83,3,14,4.8,67.7,182,0,102,10.8,320,22,109,100,74.1,83.4,79.9,71.3,0,9,345,1,20.6,96.5,6.6,21,30,0,1,16,10,2.9,2077,7.7
Nate Glantz,157587,QB,LNDNWD,9,64.5,251,266,12.0,2.88,0,21,7.6,57.1,152,0,110,6.2,308,10,92,949,62.1,74.5,72.0,67.2,1,7,319,1,19.1,85.7,6.8,21,20,0,14,13,11,3.4,1959,7.4
Dean DeNobile,159740,QB,LAFAYETTE,9,68.4,253,265,10.0,2.48,3,10,3.6,63.0,167,0,67,3.5,280,6,83,203,60.2,61.8,63.4,48.7,1,4,296,3,9.0,93.3,2.1,6,8,0,8,12,7,2.4,1900,7.2
Kamden Sixkiller,133096,QB,CAMPBELL,8,69.6,250,265,7.1,2.62,5,11,3.9,60.4,160,0,79,8.0,306,14,86,131,56.2,69.7,68.1,65.2,2,4,325,0,21.5,83.6,5.6,17,24,0,8,11,8,2.5,1507,5.7
Devin Farrell,157658,QB,RHODE ISLD,9,71.4,252,264,10.3,2.82,1,17,6.1,64.0,169,0,79,6.1,311,11,114,274,43.1,84.7,81.9,70.3,3,7,328,1,27.8,102.9,7.1,22,25,0,8,16,11,3.4,2425,9.2
Matt Vezza,176960,QB,NEW HAMP,9,69.8,245,263,9.5,2.65,3,14,5.0,59.7,157,0,91,8.2,320,14,102,240,75.5,85.6,78.5,80.3,2,5,338,2,23.1,87.3,6.6,21,36,1,12,11,9,2.7,1858,7.1
Zolten Osborne,178620,QB,CHARLES SO,10,69.4,232,261,10.2,2.77,10,19,6.9,55.6,145,0,94,9.9,290,16,83,135,77.6,78.8,78.5,59.6,3,5,306,2,16.0,80.7,5.2,15,14,1,15,9,9,2.9,1803,6.9
Braden Atkinson,201350,QB,MERCER,7,77.1,249,259,10.3,2.4,3,21,7.7,69.1,179,0,44,6.8,262,13,114,219,67.6,92.5,92.5,47.6,1,4,276,1,2.3,125.3,0.4,1,2,0,6,25,6,2.2,2482,9.6
Sam Vidlak,146333,QB,STF AUSTIN,9,74.6,244,259,8.2,2.66,5,15,5.5,65.3,169,0,74,7.1,280,13,82,301,49.1,75.0,76.1,43.7,1,6,293,2,20.3,96.3,5.4,15,5,1,8,15,13,4.4,1877,7.2
Brady Olson,147415,QB,CENT CT ST,8,66.3,246,258,10.1,2.49,2,18,6.5,57.8,149,0,73,8.6,285,14,95,133,46.8,78.8,81.1,53.0,5,3,306,0,16.4,89.7,4.2,12,14,0,5,13,9,2.9,1706,6.6
Keali'i Ah Yat,178141,QB,MONTANA,8,75.5,241,256,9.0,2.64,6,11,4.2,66.4,170,0,86,6.6,285,12,102,232,69.9,81.1,77.0,72.3,1,6,295,3,16.3,106.5,4.9,14,15,1,7,16,7,2.4,2334,9.1
Jack O'Connell,165100,QB,STHLSK,9,73.8,237,255,7.5,2.7,3,9,3.4,63.9,163,0,103,6.9,290,12,80,1470,62.4,70.1,69.5,62.3,3,5,301,3,15.5,88.0,5.5,16,19,1,11,12,8,2.7,1537,6.0
James Murphy,177426,QB,BROWN,7,74.6,236,254,7.3,2.66,4,7,2.6,65.7,167,0,97,5.1,286,9,87,123,77.2,67.8,67.9,56.5,6,10,305,1,16.5,84.1,5.6,16,16,0,8,10,11,3.6,1860,7.3
DJ Williams,138061,QB,S ILLINOIS,9,72.1,240,252,7.9,2.43,5,11,4.1,64.7,163,0,51,5.8,274,10,99,295,54.1,86.7,72.1,90.7,2,4,289,0,19.6,102.8,3.6,10,12,2,3,15,7,2.4,2032,8.1
Jerry Kaminski,177155,QB,N DAKOTA,9,68.4,231,249,9.9,2.54,7,7,2.7,59.8,149,0,73,5.7,277,9,96,249,72.8,82.7,78.1,72.9,1,4,286,0,9.6,104.5,2.5,7,21,3,7,22,3,1.0,1780,7.1
Beau Brungard,164897,QB,YNGTOWN ST,8,75.7,226,249,8.0,3.06,3,13,5.0,65.1,162,0,88,5.3,300,9,104,353,79.4,90.8,80.1,86.2,1,2,315,3,10.2,98.4,3.0,9,42,1,18,12,5,1.6,1753,7.0
EJ Colson,190335,QB,INCAR WORD,8,76.0,233,247,9.1,2.95,2,14,5.3,69.6,172,0,83,2.8,311,5,93,189,72.2,71.6,65.8,73.2,1,4,328,2,24.1,101.3,6.4,20,43,0,11,14,9,2.7,1719,7.0
Jake Stearney,171991,QB,COLGATE,8,64.1,223,243,10.4,2.28,3,13,5.2,55.1,134,0,73,6.3,261,9,88,142,34.8,75.3,74.3,62.1,2,4,271,2,12.3,90.1,3.4,9,9,1,14,14,7,2.6,1734,7.1
Aidan Bouman,122508,QB,S DAKOTA,10,65.0,226,239,9.3,2.79,0,8,3.2,57.3,137,0,95,6.8,254,10,80,291,76.8,69.1,68.4,60.5,0,5,269,4,11.6,87.4,4.3,11,4,1,12,12,8,3.0,1694,7.1
Jax Leatherwood,171548,QB,SE MO ST,7,75.9,228,238,6.9,2.37,4,10,4.0,65.1,155,0,77,10.4,270,18,81,293,42.3,76.2,77.0,57.1,2,2,282,1,22.1,94.6,6.3,17,14,0,4,9,6,2.1,1665,7.0
Derek Robertson,142298,QB,MONMOUTH,6,78.4,231,237,9.8,2.11,1,17,6.9,72.6,172,0,42,5.0,250,9,110,231,66.5,92.1,91.8,59.2,0,5,261,1,16.7,127.8,2.8,7,5,0,5,24,7,2.7,2290,9.7
Quincy Crittendon,149944,QB,SAMFORD,7,76.5,221,233,6.6,2.7,2,3,1.2,68.7,160,0,90,5.3,267,9,73,282,55.3,63.0,65.2,55.4,0,6,278,1,26.7,82.8,9.0,24,9,1,9,5,7,2.5,1515,6.5
Carter Peevy,129563,QB,MAINE,8,71.2,212,233,9.8,2.89,2,14,5.8,57.9,135,0,78,10.6,251,16,75,212,70.7,78.7,77.3,68.8,1,3,259,4,15.4,84.7,4.8,12,6,0,18,9,6,2.3,1501,6.4
Coulter Cleland,165212,QB,DAVIDSON,9,67.4,218,232,8.6,2.6,4,9,3.7,56.5,131,0,81,10.9,275,16,83,149,52.3,60.8,59.1,61.9,2,7,285,5,21.0,86.9,6.2,17,26,0,8,15,13,4.6,1604,6.9
Sonny Mannino,166694,QB,MARIST,7,64.8,216,230,8.0,2.95,5,6,2.5,55.7,128,1,103,8.6,304,12,75,213,50.6,50.5,44.6,65.1,3,3,321,2,25.2,77.7,8.6,26,46,0,6,8,10,3.1,1274,5.5
Taron Dickens,177946,QB,W CAROLINA,6,82.2,225,230,9.1,2.68,0,12,4.9,76.5,176,0,73,4.9,272,9,122,344,42.1,91.2,91.5,66.2,1,1,289,4,17.8,141.8,4.8,13,28,0,4,26,5,1.7,2212,9.6
Matthew Schecklman,159420,QB,N IOWA,8,68.8,221,230,9.0,2.71,2,4,1.6,59.6,137,0,80,9.9,272,15,73,255,59.7,68.4,61.2,80.4,0,7,286,0,28.8,77.4,8.5,23,19,0,7,9,12,4.2,1395,6.1
Andrew Indorf,201895,QB,TOWSON,9,69.7,218,229,10.3,2.79,1,17,6.9,61.1,140,0,89,7.9,268,12,77,317,51.9,72.3,72.4,59.0,0,3,289,1,16.9,96.1,5.6,15,23,0,10,11,11,3.8,1785,7.8
Tyler Hughes,159218,QB,WM & MARY,9,74.1,212,229,8.8,2.99,1,10,4.0,64.2,147,0,101,6.4,288,10,92,348,75.1,84.4,77.5,77.1,0,1,311,0,16.8,106.1,5.9,17,41,2,14,14,5,1.6,1755,7.7
Ayden Pereira,159129,QB,MERRIMACK,9,65.9,208,227,10.6,3.16,2,8,3.3,52.0,118,0,102,13.9,273,19,81,385,70.4,73.8,69.4,71.4,6,8,288,2,12.7,61.7,4.8,13,31,1,10,4,10,3.5,1368,6.0
Kekoa Visperas,147588,QB,TENN TECH,9,75.6,217,227,8.5,2.73,8,13,5.4,65.2,148,0,69,9.8,274,16,107,309,27.9,83.4,79.9,72.3,2,3,286,0,23.2,117.4,5.8,16,29,0,0,21,10,3.5,1942,8.6
Liam O'Brien,164675,QB,PENN,7,71.8,209,225,9.8,2.99,3,8,3.4,63.1,142,0,74,5.3,254,8,85,267,74.9,75.6,67.7,76.2,1,6,268,1,18.9,96.7,5.5,14,15,1,11,14,11,4.1,1747,7.8
Eddie Lee Marburger,145511,QB,TXGV,9,77.0,213,225,11.8,2.84,4,21,8.9,64.0,144,0,75,12.2,261,20,96,1445,70.3,92.3,91.3,74.3,2,6,274,1,24.0,118.3,6.9,18,18,1,5,23,8,2.9,2154,9.6
Tyriq Starks,156514,QB,HOWARD,9,70.9,203,224,8.4,2.99,3,7,3.0,59.8,134,0,101,6.9,286,10,84,184,81.4,69.5,66.1,66.8,6,8,299,2,29.7,71.3,10.5,30,31,1,11,7,9,3.0,1282,5.7
Jase Bauer,145714,QB,TENN MARTN,9,79.3,208,224,6.9,2.95,1,14,6.0,71.9,161,0,91,2.4,273,4,84,310,65.3,88.5,85.2,74.6,1,2,285,2,17.6,99.0,5.9,16,32,1,13,8,6,2.1,1548,6.9
Jaylon Tolbert,154757,QB,ALCORN ST,8,67.5,212,224,10.2,2.57,2,4,1.7,60.3,135,0,62,5.6,245,8,59,107,58.6,65.2,63.4,60.6,1,5,267,1,17.7,83.9,4.5,11,10,5,4,10,8,3.0,1396,6.2
Nick Whitfield Jr.,159490,QB,ST FRANCIS,8,68.9,209,222,7.6,2.64,3,8,3.5,61.7,137,0,76,4.9,249,7,69,299,34.8,55.8,56.4,57.0,3,9,254,8,17.1,69.6,5.2,13,14,0,7,5,12,4.7,1359,6.1
Camden Orth,108965,QB,CHATTNOOGA,9,63.6,209,221,10.9,2.7,2,13,5.4,55.2,122,0,90,8.3,261,11,90,137,48.8,68.5,65.1,69.5,2,9,281,5,16.7,81.9,5.7,15,25,2,6,13,13,4.6,1655,7.5
Jack Shields,156830,QB,ALBANY,7,57.1,198,215,11.7,2.83,8,11,4.6,47.4,102,0,71,9.7,246,11,62,106,51.5,52.7,52.3,57.2,2,7,270,1,32.4,67.2,9.3,23,8,1,6,8,12,4.4,1378,6.4
Justin Lamson,144052,QB,MONTANA ST,9,79.1,206,215,7.3,2.81,3,8,3.6,71.6,154,0,75,5.5,270,9,99,233,48.4,85.8,83.5,70.6,2,2,278,1,24.0,119.7,6.7,18,35,1,3,16,3,1.1,1909,8.9
Tyler Riddell,102355,QB,DUQUESNE,9,68.3,202,215,9.4,2.46,6,8,3.6,59.5,128,0,58,7.2,238,10,70,155,32.9,57.5,53.6,67.9,1,6,245,3,22.4,101.0,5.5,13,10,0,6,20,14,5.7,1542,7.2
Otto Kuhns,138014,QB,NORFOLK,8,67.0,200,213,10.9,3.0,0,10,4.4,60.6,129,0,92,3.7,247,5,76,244,38.0,71.5,71.4,58.0,1,5,264,0,15.2,91.6,5.7,14,20,2,10,11,8,3.0,1614,7.6
Josh Brown,181411,QB,MS VLY ST,8,66.5,197,212,9.2,2.91,7,8,3.6,55.7,118,0,99,9.9,262,13,77,228,72.3,58.1,54.8,64.0,2,3,276,1,17.2,78.1,6.5,17,32,0,6,6,9,3.3,1329,6.3
Victor Gabalis,131932,QB,TARLETON,8,68.0,197,211,14.4,2.73,1,22,9.9,59.7,126,0,55,6.0,235,8,82,401,46.5,91.4,91.9,48.6,2,2,249,2,27.3,113.3,6.4,15,9,1,10,18,6,2.4,1873,8.9
Jake Strong,173651,QB,MCNEESE,8,67.3,196,210,8.7,2.47,4,6,2.7,56.7,119,0,74,9.8,248,13,74,217,51.7,62.9,55.2,73.4,3,9,259,1,25.7,73.0,7.7,19,19,0,7,8,16,6.2,1452,6.9
John-Keawe Sagapolutele,175709,QB,PORTLAND,8,62.9,197,210,8.8,2.57,3,8,3.7,57.6,121,0,72,2.4,232,3,66,269,57.2,66.1,64.7,61.9,5,10,240,0,12.5,63.3,3.9,9,13,0,5,4,12,5.0,1346,6.4
Davin Wydner,163672,QB,W GEORGIA,8,62.4,189,208,9.6,2.93,2,8,3.6,51.4,107,0,86,9.3,251,11,67,1177,56.2,62.7,53.9,72.1,3,8,265,1,17.4,72.2,6.0,15,28,3,11,12,11,4.2,1200,5.8
Chris Parson,172551,QB,AUSTINPEAY,8,76.0,192,208,10.7,3.19,2,19,8.7,64.9,135,0,87,7.5,261,11,91,116,45.4,80.4,75.8,73.2,3,3,273,2,20.7,112.0,6.9,18,35,1,10,14,9,3.3,1967,9.5
Landen Clark,188534,QB,ELON,9,69.4,186,206,12.4,3.44,3,14,6.4,57.8,119,0,107,7.8,282,10,87,162,69.4,84.0,73.2,80.9,2,8,295,0,25.2,87.3,9.6,27,49,1,14,11,8,2.7,1751,8.5
Pat McQuaide,145792,QB,VILLANOVA,8,74.9,191,206,10.8,2.39,2,12,5.4,62.1,128,0,42,10.5,217,15,76,334,66.5,90.0,88.6,67.9,2,2,233,2,19.0,105.9,3.7,8,2,0,11,13,3,1.3,1732,8.4
Hayden Johnson,185698,QB,LEHIGH,9,72.5,193,204,11.9,2.68,5,13,6.0,62.7,128,0,40,8.6,213,12,80,205,62.8,89.6,87.4,70.5,1,3,225,0,7.5,105.4,1.4,3,6,0,5,13,4,1.8,1759,8.6
Bronson Barben,188632,QB,UTAHTC,7,68.4,190,202,8.3,2.46,3,5,2.4,58.4,118,0,60,9.2,214,12,55,1285,67.4,63.6,60.6,66.7,4,6,219,0,10.0,72.9,2.8,6,6,0,5,5,9,4.1,1272,6.3
Collin Hurst,177732,QB,PRESBYTERN,8,72.9,199,202,10.3,2.48,1,12,5.6,68.3,138,0,50,4.8,221,7,93,271,65.3,87.6,85.1,71.5,1,8,234,2,20.0,116.0,4.5,10,9,0,1,20,8,3.4,1964,9.7
Grayson Saunier,171185,QB,DARTMOUTH,7,73.7,190,201,9.3,2.67,3,11,5.3,66.7,134,0,51,4.3,229,6,79,148,62.2,85.4,81.8,72.5,0,4,239,0,11.8,90.7,2.6,6,22,0,8,5,7,2.9,1594,7.9
Deuce Hogan,129470,QB,NICHOLLS,7,73.9,176,201,5.8,2.75,2,3,1.4,60.2,121,0,72,6.9,220,9,50,243,60.2,57.6,58.6,54.5,5,5,234,4,12.5,70.5,4.1,9,9,0,18,4,6,2.6,1059,5.3
Christian Peters,154331,QB,ARKAPB,7,63.2,185,199,10.9,2.71,2,9,4.2,52.8,105,0,82,10.3,224,12,53,112,77.4,55.5,57.1,53.7,2,5,239,3,9.8,72.2,3.6,8,17,0,10,7,8,3.4,1187,6.0
Bronson Barron,141710,QB,SO UTAH,7,71.7,187,199,9.1,2.7,5,11,5.3,62.3,124,0,74,7.5,233,10,82,298,55.4,86.7,87.7,55.3,2,3,244,0,23.0,98.6,7.3,17,15,1,4,11,9,3.7,1552,7.8
Cason Carswell,206621,QB,W ILLINOIS,7,74.4,180,198,8.4,2.7,7,8,3.8,65.2,129,0,56,3.7,213,5,62,345,45.4,66.7,67.7,54.9,1,2,225,0,16.1,98.4,4.2,9,6,1,9,10,4,1.8,1395,7.0
Jaden Craig,159342,QB,HARVARD,7,72.4,192,198,11.9,2.7,2,17,8.3,64.6,128,0,46,7.9,218,11,90,179,75.8,92.9,92.7,64.4,1,5,228,0,13.0,111.4,2.8,6,14,1,2,16,6,2.6,1853,9.4
Myles Burkett,158691,QB,E KENTUCKY,9,65.0,183,197,8.1,3.05,3,5,2.4,55.3,109,0,102,8.4,250,10,65,159,56.7,58.1,53.9,63.4,4,8,261,1,20.6,62.5,8.4,21,32,0,7,5,11,4.2,1078,5.5
Cade McNamara,101620,QB,E TENN ST,8,74.6,177,187,8.2,2.4,5,12,5.9,66.3,124,0,62,6.1,212,8,65,157,76.7,86.8,85.8,66.9,0,6,227,0,22.6,85.0,6.6,14,11,1,4,7,3,1.3,1282,6.9
Dante Reno,184498,QB,YALE,7,76.0,175,186,7.9,2.28,2,13,6.8,64.0,119,0,52,10.5,205,14,68,352,34.8,70.6,76.5,44.3,5,4,213,1,7.7,99.4,2.0,4,14,1,3,12,9,4.2,1403,7.5
Andy Peters,128138,QB,STTHOM,8,73.6,178,186,12.0,2.6,0,15,7.6,66.1,123,0,47,6.1,207,8,84,1129,29.7,89.0,88.7,69.4,1,2,220,1,23.4,123.8,5.3,11,10,4,3,17,6,2.7,1815,9.8
Jack Snyder,185417,QB,SACR HEART,8,72.9,177,186,9.0,2.8,2,7,3.7,66.7,124,0,67,3.9,250,5,83,280,60.2,71.1,75.2,58.4,0,2,253,2,28.4,99.0,7.6,19,45,1,6,8,2,0.8,1406,7.6
Tommy Rittenhouse,148028,QB,ILL STATE,7,71.9,171,186,9.7,2.71,2,10,5.0,63.4,118,0,39,4.1,203,5,73,188,36.0,75.7,77.5,56.3,3,2,222,1,15.4,107.1,3.0,6,11,0,10,15,4,1.8,1328,7.1
RJ Johnson,171379,QB,FL A&M,6,75.1,173,186,7.2,2.62,2,7,3.6,64.5,120,0,57,7.7,213,10,76,164,52.8,77.0,76.0,70.1,4,0,224,6,19.3,100.2,5.2,11,16,0,7,7,4,1.8,1419,7.6
Brennan Myer,192760,QB,BRYANT,5,69.2,172,184,10.5,2.88,5,14,7.1,56.5,104,0,69,12.6,205,15,68,124,53.6,85.9,82.6,72.0,1,7,219,0,14.5,73.0,4.9,10,11,1,5,7,10,4.6,1193,6.5
Joshua Wood,163421,QB,IDAHO,7,64.9,174,182,12.1,3.16,2,6,3.1,59.3,108,0,80,4.4,215,5,78,185,50.3,74.6,68.6,75.3,2,2,230,2,8.8,100.5,3.3,7,25,0,4,12,10,4.3,1381,7.6
Caden Pinnick,185116,QB,UC DAVIS,8,75.4,175,180,7.9,3.04,1,7,3.2,69.4,125,0,82,5.3,234,7,89,322,53.0,75.9,71.8,72.6,0,4,288,4,25.6,122.2,9.0,21,33,0,4,17,10,3.5,1730,9.6
Jake Weir,146840,QB,HOUCHR,9,60.0,170,180,9.9,2.7,2,5,2.7,50.0,90,0,75,11.8,208,12,38,183,44.7,54.6,54.4,51.9,6,6,217,1,29.3,51.4,10.6,22,6,0,2,2,11,5.1,769,4.3
Garrett Bass-Sulpizio,171137,QB,CORNELL,7,65.5,174,179,7.9,2.69,4,6,3.2,59.8,107,0,44,6.1,208,7,61,147,29.7,56.3,50.2,65.4,0,4,219,1,20.5,74.4,4.3,9,20,0,1,4,7,3.2,1045,5.8
Cam'Ron Ransom,147110,QB,BETH COOK,9,71.5,165,178,9.3,2.71,0,10,5.5,62.4,111,0,60,5.9,202,7,67,119,52.6,77.3,72.5,71.5,3,4,206,1,15.0,103.2,4.5,9,15,2,8,13,5,2.4,1460,8.2
Carter Cravens,150714,QB,MOREHEAD,9,71.3,164,178,10.4,2.52,2,5,2.6,61.2,109,0,50,6.8,206,8,74,234,28.4,65.4,67.0,53.9,3,6,220,0,20.0,87.5,4.9,10,18,0,9,9,8,3.6,1350,7.6
William Atkins IV,148354,QB,SCAR STATE,8,73.8,160,174,9.9,2.72,1,12,6.5,63.8,111,0,70,5.9,196,7,65,290,77.1,88.2,88.8,62.0,3,2,209,0,17.1,105.7,6.1,12,10,0,10,10,2,1.0,1505,8.6
